route,seq,name_en,name_tc,name_sc,location_en,location_tc,location_sc,lat,lng,path
14,10,ARGYLE STREET PLAYGROUND,亞皆老街球場,亚皆老街球场,MA TAU CHUNG ROADO/S ARGYLE STREET PLAYGROUND,馬頭涌道亞皆老街遊樂場,马头涌道亚皆老街游乐场,22.326328895,114.189402961,"[[""22.326328895"",""114.189402961""],[""22.326335512"",""114.189529222""],[""22.326596063"",""114.189662471""],[""22.326660307"",""114.189668419""],[""22.326723364"",""114.189655332""],[""22.326789989"",""114.18961964""],[""22.326853737"",""114.189573404""],[""22.326900712"",""114.189529368""],[""22.326964666"",""114.189489416""],[""22.327002696"",""114.189464437""],[""22.327086702"",""114.189410396""],[""22.327109736"",""114.189400387""],[""22.327127713"",""114.189392381""],[""22.32715969"",""114.189381415""],[""22.327198712"",""114.189371408""],[""22.327263748"",""114.189355399""],[""22.327349173"",""114.189335347""],[""22.327419356"",""114.189330536""],[""22.327494308"",""114.189331726""],[""22.327544278"",""114.189341244""],[""22.327591867"",""114.189365039""],[""22.327618041"",""114.189380505""],[""22.327639456"",""114.189393593""],[""22.327651354"",""114.189403109""],[""22.327664703"",""114.189413409""],[""22.327674727"",""114.189420376""],[""22.327694184"",""114.18944356""],[""22.327714409"",""114.189474493""],[""22.327735824"",""114.189522082""],[""22.32775248"",""114.189573241""],[""22.327778654"",""114.189658902""],[""22.327810724"",""114.18986344""],[""22.327865708"",""114.19019039""],[""22.327888729"",""114.190312426""],[""22.327973681"",""114.190846451""],[""22.328009705"",""114.191042397""],[""22.328034718"",""114.191130403""],[""22.328051696"",""114.191175406""],[""22.328060724"",""114.191218406""],[""22.328067678"",""114.191241389""],[""22.328075714"",""114.191261408""],[""22.328083662"",""114.191285431""],[""22.328102715"",""114.19133444""],[""22.328170721"",""114.191460403""],[""22.328241459"",""114.191577937""],[""22.328347346"",""114.191686203""],[""22.328435386"",""114.191794469""],[""22.328920351"",""114.192358179""]]"
14B,7,LAM TIN STATION,藍田站,蓝田站,LEI YUE MUN RDNEAR LAM TIN STATION,鯉魚門道近藍田站,鲤鱼门道近蓝田站,22.305443936,114.234042891,"[[""22.305443936"",""114.234042891""],[""22.305524052"",""114.234169138""],[""22.30565863"",""114.234089318""],[""22.307273499"",""114.232670046""],[""22.307876287"",""114.232136969""],[""22.3080833"",""114.232015617""],[""22.308349801"",""114.23187523""],[""22.308577038"",""114.23169796""],[""22.308769775"",""114.231461202""],[""22.308952993"",""114.231225636""],[""22.309213544"",""114.230824696""],[""22.309426506"",""114.230527264""],[""22.309797703"",""114.229920501""],[""22.309845292"",""114.229784872""],[""22.309929762"",""114.229648053""]]"
14,11,REGAL ORIENTAL HOTEL,富豪東方酒店,富豪东方酒店,PRINCE EDWARD RD EASTNEAR SA PO RD,太子道東近沙浦道口,太子道东近沙浦道口,22.329172124,114.192565761,"[[""22.329172124"",""114.192565761""],[""22.328920351"",""114.192358179""],[""22.329067876"",""114.192524742""],[""22.329160676"",""114.192635387""],[""22.329223731"",""114.192741273""],[""22.329295116"",""114.192847159""],[""22.329453913"",""114.192987657""],[""22.329940512"",""114.193477826""],[""22.330245483"",""114.193784978""],[""22.330341662"",""114.193883407""],[""22.330428302"",""114.193973944""],[""22.33060795"",""114.194165491""],[""22.330939974"",""114.194502397""],[""22.3315198"",""114.195093681""],[""22.331730699"",""114.195308747""],[""22.332325636"",""114.195915444""],[""22.332360587"",""114.195960453""],[""22.332386598"",""114.195994487""],[""22.332438617"",""114.196056475""],[""22.332442591"",""114.196062481""],[""22.332553587"",""114.196194463""],[""22.332777653"",""114.196471482""],[""22.332832654"",""114.196542439""],[""22.332833648"",""114.19654444""],[""22.332864624"",""114.196583442""],[""22.332949609"",""114.196697484""],[""22.333032604"",""114.196812488""],[""22.333130591"",""114.196953438""],[""22.333244575"",""114.197135848""],[""22.33340558"",""114.197393504""],[""22.333584567"",""114.197704472""],[""22.333686605"",""114.197942479""],[""22.333695634"",""114.197963461""],[""22.33370963"",""114.197997496""],[""22.333723626"",""114.198033453""],[""22.333734642"",""114.198065486""],[""22.333788101"",""114.198209384""],[""22.333839259"",""114.198347394""],[""22.334111707"",""114.199089785""]]"
14,12,KING TAI STREET,景泰街,景泰街,PRINCE EDWARD RD EASTO/S HSE NO.706PRINCE INDUSTRIAL BUILDING,太子道東706號太子工業大廈,太子道东706号太子工业大厦,22.334190107,114.199070009,"[[""22.334190107"",""114.199070009""],[""22.334111707"",""114.199089785""],[""22.334343704"",""114.199760793""],[""22.334488852"",""114.200204563""],[""22.334762634"",""114.200949898""],[""22.334969798"",""114.201513468""],[""22.334995551"",""114.201583529""],[""22.335012525"",""114.201629498""],[""22.335014602"",""114.201637505""],[""22.335263517"",""114.202374515""],[""22.335306197"",""114.202551902""],[""22.335321664"",""114.202662547""],[""22.33533475"",""114.202779139""],[""22.335345458"",""114.202876697""],[""22.335351407"",""114.202956409""],[""22.335360924"",""114.203055157""],[""22.335372822"",""114.203202683""],[""22.335376391"",""114.203341882""],[""22.335382339"",""114.203512013""],[""22.335382339"",""114.203690473""],[""22.335371632"",""114.203848707""],[""22.335344268"",""114.204018839""],[""22.335259797"",""114.204266303""]]"
14,13,CHOI HUNG ESTATE,彩虹,彩虹,PRINCE EDWARD RD EASTNEAR CHOI HUNG ESTATE,太子道東近彩虹,太子道东近彩虹,22.335336188,114.204301088,"[[""22.335336188"",""114.204301088""],[""22.335259797"",""114.204266303""],[""22.335184844"",""114.204436434""],[""22.335099183"",""114.204594669""],[""22.335036128"",""114.204695795""],[""22.33498497"",""114.204774318""],[""22.334902877"",""114.20489448""],[""22.334809551"",""114.205019503""],[""22.334731488"",""114.20513448""],[""22.334585488"",""114.205314468""],[""22.334432532"",""114.205509508""],[""22.334272196"",""114.205713968""],[""22.333760529"",""114.206366442""],[""22.333704514"",""114.206437459""],[""22.333651282"",""114.206506566""],[""22.333613211"",""114.206560103""],[""22.333574505"",""114.206597429""],[""22.333319346"",""114.206890848""],[""22.333280085"",""114.206956283""],[""22.333194425"",""114.207112138""],[""22.333134939"",""114.207177573""]]"
14,14,PING SHEK ESTATE,坪石,坪石,PRINCE EDWARD RD EASTNEAR CHOI HUNG INTERCHANGE,太子道東近彩虹交處,太子道东近彩虹交处,22.33318526,114.207227304,"[[""22.33318526"",""114.207227304""],[""22.333134939"",""114.207177573""],[""22.332988602"",""114.207295356""],[""22.332875577"",""114.207434555""],[""22.332830504"",""114.207480443""],[""22.332797526"",""114.207527441""],[""22.332734461"",""114.207617434""],[""22.332689467"",""114.207674439""],[""22.332623355"",""114.207771249""],[""22.332526986"",""114.207905688""],[""22.332214499"",""114.208303421""],[""22.331840512"",""114.208789659""],[""22.331625171"",""114.209049019""],[""22.331382476"",""114.209356399""],[""22.331102739"",""114.209705164""],[""22.330843451"",""114.210028434""],[""22.330395498"",""114.210585416""],[""22.330176859"",""114.210801995""]]"
14,15,KAI YIP ESTATE,啟業,启业,KWUN TONG RD NEAR CHOI SHEK LANE,觀塘道近彩石里,观塘道近彩石里,22.330268218,114.210893992,"[[""22.330268218"",""114.210893992""],[""22.330176859"",""114.210801995""],[""22.330077482"",""114.210900437""],[""22.329758798"",""114.211243789""],[""22.32955951"",""114.211517373""],[""22.329411397"",""114.211713733""],[""22.329325737"",""114.21181367""],[""22.329172261"",""114.212015924""],[""22.329023544"",""114.212216988""],[""22.328925372"",""114.212342143""],[""22.328892674"",""114.212382361""],[""22.328848655"",""114.212434709""],[""22.328795117"",""114.212489437""],[""22.328733427"",""114.212561427""],[""22.328660677"",""114.212645291""],[""22.328572429"",""114.21272538""],[""22.327153288"",""114.213645856""],[""22.326736882"",""114.213925441""],[""22.326520351"",""114.214063451""],[""22.326386484"",""114.214121385""],[""22.326279437"",""114.214164356""],[""22.326181426"",""114.214193397""],[""22.325975472"",""114.21423434""],[""22.325957407"",""114.214238339""],[""22.325920461"",""114.214244335""],[""22.325844404"",""114.214256325""],[""22.325743458"",""114.214301396""],[""22.325629243"",""114.214293069""]]"
14,16,KOWLOON BAY STATION,九龍灣站,九龙湾站,KWUN TONG ROADOPP. TO KOWLOON BAY STATION,觀塘道九龍灣站對面,观塘道九龙湾站对面,22.325600904,114.214336203,"[[""22.325600904"",""114.214336203""],[""22.325629243"",""114.214293069""],[""22.325346087"",""114.214277602""],[""22.325241391"",""114.21423834""],[""22.325162445"",""114.214225315""],[""22.325098402"",""114.214232345""],[""22.324989168"",""114.21424191""],[""22.324858298"",""114.214254997""],[""22.324730997"",""114.214265704""],[""22.324579902"",""114.214281171""],[""22.324456438"",""114.214289346""],[""22.324163412"",""114.214326341""],[""22.324051661"",""114.214339468""],[""22.323938402"",""114.214353344""],[""22.323230404"",""114.214428343""],[""22.323154352"",""114.214437582""],[""22.322934485"",""114.214464297""],[""22.322737479"",""114.214481299""],[""22.322129477"",""114.214543351""],[""22.321976325"",""114.214560859""]]"
14,17,LOWER NGAU TAU KOK ESTATE,牛頭角下,牛头角下,KWUN TONG ROADO/S LOWER NGAU TAU KOK ESTATE,觀塘道牛頭角下對開,观塘道牛头角下对开,22.321984085,114.214628241,"[[""22.321984085"",""114.214628241""],[""22.321976325"",""114.214560859""],[""22.32152644"",""114.21461229""],[""22.321346788"",""114.214627151""],[""22.321006422"",""114.214655308""],[""22.3200474"",""114.214753295""],[""22.319963484"",""114.214766324""],[""22.319861431"",""114.214780858""],[""22.319760304"",""114.214795134""],[""22.319531875"",""114.214810601""],[""22.319328431"",""114.214827258""],[""22.319161458"",""114.214837289""],[""22.319050955"",""114.214847109""],[""22.318975967"",""114.214853773""],[""22.318790479"",""114.214870257""],[""22.318665462"",""114.214887278""],[""22.318562488"",""114.214901264""],[""22.318401429"",""114.214923238""],[""22.318348094"",""114.214935523""],[""22.318058988"",""114.215025942""]]"
14B,8,KWUN TONG LAW COURTS,觀塘法院,观塘法院,LEI YUE MUN ROADO/S KOWLOON EAST GOVT. OFFICE,鯉魚門道東九龍政府合署外,鲤鱼门道东九龙政府合署外,22.310012131,114.229523894,"[[""22.310012131"",""114.229523894""],[""22.309929762"",""114.229648053""],[""22.309994007"",""114.229605223""],[""22.310074909"",""114.229506475""],[""22.311199204"",""114.227746864""],[""22.311407407"",""114.227426826""]]"
14,18,KWUN TONG ROAD SITTING-OUT AREA,觀塘道休憩處,观塘道休憩处,KWUN TONG ROADO/S KWUN TONG RDSITTING-OUT AREA,觀塘道休憩處對開,观塘道休憩处对开,22.31803875,114.215031792,"[[""22.31803875"",""114.215031792""],[""22.318058988"",""114.215025942""],[""22.317880528"",""114.215073532""],[""22.317711464"",""114.215135232""],[""22.317550485"",""114.215213255""],[""22.317262484"",""114.21538124""],[""22.3170724"",""114.215532278""],[""22.316967482"",""114.21562843""],[""22.316917457"",""114.215674275""],[""22.316725457"",""114.215899214""],[""22.316691937"",""114.215939719""],[""22.316658415"",""114.215980224""],[""22.316589476"",""114.216069241""],[""22.316454042"",""114.216285867""],[""22.316365466"",""114.21643725""],[""22.316288242"",""114.216574266""],[""22.316236424"",""114.216666208""],[""22.316061461"",""114.217034229""],[""22.315984454"",""114.21722621""],[""22.315916394"",""114.217405222""],[""22.31579645"",""114.21772722""],[""22.315788523"",""114.217748883""],[""22.315742721"",""114.217874046""],[""22.315668369"",""114.218077237""],[""22.315594428"",""114.218281227""],[""22.315486419"",""114.218551263""],[""22.315396371"",""114.218775974""],[""22.315248106"",""114.219162213""],[""22.315235415"",""114.219193248""],[""22.315211991"",""114.219260082""],[""22.315098377"",""114.219584255""],[""22.314982421"",""114.219844198""],[""22.314850362"",""114.220189248""],[""22.314823424"",""114.220260257""],[""22.314717035"",""114.220490374""],[""22.314593304"",""114.220784238""],[""22.314451725"",""114.2211709""],[""22.314405326"",""114.221291063""]]"
14,19,MILLENNIUM CITY,創紀之城,创纪之城,KWUN TONG ROADO/S KWUN TONG LUTHERAN COLLEGE,觀塘道路德會官塘書院,观塘道路德会官塘书院,22.314441846,114.22130186,"[[""22.314441846"",""114.22130186""],[""22.314405326"",""114.221291063""],[""22.313976385"",""114.22240618""],[""22.313721374"",""114.223107239""],[""22.313681328"",""114.223218198""],[""22.313645088"",""114.22333264""],[""22.313571326"",""114.2235575""],[""22.313403573"",""114.224006029""]]"
14,20,KWUN TONG TOWN CENTRE,觀塘市中心,观塘市中心,KWUN TONG ROADO/S HOUSE NO.409,觀塘道409號,观塘道409号,22.313264183,114.224345994,"[[""22.313264183"",""114.224345994""],[""22.313403573"",""114.224006029""],[""22.313209647"",""114.224555683""],[""22.31306331"",""114.224953053""],[""22.313016343"",""114.225079194""],[""22.312879318"",""114.225382195""],[""22.312820145"",""114.22550674""],[""22.312612322"",""114.225944165""],[""22.312587418"",""114.226021431""],[""22.312566002"",""114.22611423""],[""22.312557675"",""114.226198702""],[""22.312559288"",""114.226282185""],[""22.312571284"",""114.226339195""],[""22.312576327"",""114.22639116""],[""22.312579296"",""114.226428151""],[""22.312576297"",""114.226487159""],[""22.312569334"",""114.22651622""],[""22.312555321"",""114.22655817""],[""22.312476343"",""114.226664149""],[""22.312440293"",""114.226693199""],[""22.312389341"",""114.226721205""],[""22.312331342"",""114.226748167""],[""22.312226929"",""114.226801895""],[""22.312150786"",""114.226851863""],[""22.312096077"",""114.226896947""],[""22.312040335"",""114.226955192""],[""22.312008349"",""114.226994172""],[""22.311702258"",""114.227450298""],[""22.311684413"",""114.22748242""],[""22.311683222"",""114.227520492""],[""22.311687981"",""114.227566891""],[""22.31169274"",""114.22761686""],[""22.311684412"",""114.227663259""],[""22.311667756"",""114.227706091""],[""22.311494056"",""114.227885739""]]"
14,21,KWUN TONG STATION,觀塘站,观塘站,KWUN TONG ROADKWUN TONG STATION BUS TERMINUS,觀塘道觀塘站巴士總站,观塘道观塘站巴士总站,22.31160719,114.227664083,"[[""22.31160719"",""114.227664083""],[""22.311494056"",""114.227885739""],[""22.311439328"",""114.22792857""],[""22.311416724"",""114.227941656""],[""22.311396497"",""114.227948796""],[""22.311366754"",""114.227948795""],[""22.311316785"",""114.227959502""],[""22.311273955"",""114.227996384""],[""22.311232314"",""114.228053491""],[""22.310920606"",""114.228534142""],[""22.310842083"",""114.228666202""],[""22.310524425"",""114.229170648""],[""22.310447093"",""114.229380041""],[""22.310324551"",""114.229572777""],[""22.31023413"",""114.229715546""]]"
14,22,KWUN TONG SWIMMING POOL,觀塘游泳池,观塘游泳池,LEI YUE MUN ROADO/S KWUN TONG SWIMMING POOL,鯉魚門道觀塘游泳池,鲤鱼门道观塘游泳池,22.310206775,114.22976478,"[[""22.310206775"",""114.22976478""],[""22.31023413"",""114.229715546""],[""22.310128244"",""114.229880917""],[""22.309980252"",""114.23008417""],[""22.309823674"",""114.23030922""],[""22.30979393"",""114.230350862""],[""22.309749911"",""114.230418675""],[""22.30971184"",""114.230478162""],[""22.309648784"",""114.230562633""],[""22.30957978"",""114.23066376""],[""22.309533379"",""114.230738714""],[""22.309483411"",""114.230817235""],[""22.309407269"",""114.23092788""],[""22.3093109"",""114.231063509""],[""22.309224049"",""114.231199138""],[""22.30909199"",""114.23141329""],[""22.308967068"",""114.231578662""],[""22.3088707"",""114.231690497""],[""22.308742295"",""114.231799143""],[""22.308610723"",""114.231912382""],[""22.308512256"",""114.23199713""],[""22.30842595"",""114.232072657""],[""22.308215159"",""114.232265137""],[""22.307948658"",""114.232500704""],[""22.307855859"",""114.232574467""],[""22.307832065"",""114.232620866""],[""22.307816599"",""114.232675594""],[""22.307817789"",""114.232712476""],[""22.307830876"",""114.232751737""],[""22.307860271"",""114.232804149""],[""22.307983243"",""114.232961122""],[""22.308007253"",""114.23301013""],[""22.308008145"",""114.233040841""],[""22.308002196"",""114.233068205""],[""22.30798435"",""114.233113415""],[""22.307947469"",""114.233172901""],[""22.30789512"",""114.233230009""],[""22.307625124"",""114.233466571""]]"
14,23,LAM TIN STATION (ALIGHTING STOP),藍田站 (落客站),蓝田站 (落客站),LAM TIN STATION BUS TERMINUS(ALIGHTING STOP),藍田站巴士總站(落客站),蓝田站巴士总站(落客站),22.307670168,114.233508801,"[[""22.307670168"",""114.233508801""],[""22.307625124"",""114.233466571""],[""22.307508459"",""114.233571461""],[""22.307426366"",""114.233645225""],[""22.307382346"",""114.233671398""],[""22.307327619"",""114.233686865""],[""22.307265753"",""114.233686865""],[""22.306954044"",""114.233633327""]]"
14,24,LAM TIN STATION,藍田站,蓝田站,LAM TIN STATION BUS TERMINUS,藍田站巴士總站,蓝田站巴士总站,22.307158799,114.233540136,"[[""22.307158799"",""114.233540136""],[""22.306954044"",""114.233633327""],[""22.306906389"",""114.233627995""],[""22.306876647"",""114.233631565""],[""22.306845713"",""114.233643462""],[""22.306487605"",""114.233949223""],[""22.30646262"",""114.233956361""],[""22.306426929"",""114.233957552""],[""22.30637934"",""114.233956361""],[""22.306336509"",""114.233948033""],[""22.306299628"",""114.233940895""],[""22.306255608"",""114.233953982""],[""22.306218725"",""114.233974207""],[""22.306036697"",""114.234126493""],[""22.305909375"",""114.234237724""],[""22.30578827"",""114.234347078""],[""22.305706228"",""114.234418059""],[""22.305613633"",""114.234498997""],[""22.305481732"",""114.234614296""],[""22.305071894"",""114.234972546""],[""22.305047268"",""114.234994072""],[""22.304793429"",""114.235224614""],[""22.304732753"",""114.235293618""],[""22.304687273"",""114.235365086""],[""22.304660246"",""114.235418076""],[""22.304634216"",""114.235467062""],[""22.304567261"",""114.235526039""],[""22.304502213"",""114.235560038""],[""22.304463279"",""114.235573073""],[""22.304374644"",""114.235613656""],[""22.304274268"",""114.235703092""],[""22.304224943"",""114.235745429""],[""22.304069252"",""114.23587906""],[""22.303453792"",""114.236371514""],[""22.303319233"",""114.236475035""],[""22.302901269"",""114.236780047""],[""22.302605514"",""114.237015159""],[""22.302422295"",""114.237154357""],[""22.301899183"",""114.237507041""],[""22.301318228"",""114.237917015""],[""22.301252836"",""114.237963554""]]"
14,25,ST. ANTONIUS GIRLS' COLLEGE,聖安當女書院,圣安当女书院,LEI YUE MUN RD.O/S ST. ANTONIUS GIRLS'COLLEGE,鯉魚門道聖安當女書院外,鲤鱼门道圣安当女书院外,22.301267533,114.237988581,"[[""22.301267533"",""114.237988581""],[""22.301252836"",""114.237963554""],[""22.300759654"",""114.238278712""],[""22.300669235"",""114.238345336""],[""22.300650199"",""114.238384597""],[""22.300638303"",""114.238433376""],[""22.300643061"",""114.238482155""],[""22.300665667"",""114.238563056""],[""22.300701358"",""114.238660614""],[""22.300722207"",""114.238751051""],[""22.300725254"",""114.238818062""],[""22.300721167"",""114.238876022""],[""22.300703169"",""114.238932056""],[""22.300678222"",""114.238977998""],[""22.300645237"",""114.239016012""],[""22.300510178"",""114.239069031""],[""22.300196354"",""114.239172883""],[""22.300039867"",""114.239230495""],[""22.299936362"",""114.239249532""],[""22.299875206"",""114.239237994""],[""22.299807197"",""114.239224034""],[""22.299725185"",""114.239207986""],[""22.299658163"",""114.239206995""],[""22.299509091"",""114.239253341""],[""22.299122623"",""114.239373493""],[""22.29888623"",""114.239446986""],[""22.298464167"",""114.239592023""],[""22.298209234"",""114.239669965""],[""22.298133165"",""114.239706997""],[""22.298075622"",""114.239763494""],[""22.298038189"",""114.239815993""],[""22.298005203"",""114.239856968""],[""22.297972215"",""114.239904988""],[""22.297946176"",""114.239969022""],[""22.297920223"",""114.240042984""],[""22.297910168"",""114.240120955""],[""22.297905175"",""114.240179955""],[""22.297905447"",""114.24018547""],[""22.297908222"",""114.240242001""],[""22.297921205"",""114.240307013""],[""22.297924527"",""114.24035479""],[""22.297931665"",""114.240395241""],[""22.297929286"",""114.240435692""],[""22.297904302"",""114.240501127""],[""22.297888835"",""114.240560614""],[""22.297881696"",""114.240599875""],[""22.297882886"",""114.240646274""],[""22.297897163"",""114.240698623""],[""22.2979162"",""114.240765248""],[""22.297966168"",""114.240878272""],[""22.298006618"",""114.241002004""],[""22.298014946"",""114.241056731""]]"
14,26,KO CHUN COURT,高俊苑,高俊苑,KO CHIU ROADO/S HOME FOR THE AGEDAT L.P. E2544-7,高超道黃陳淑英紀念護理安老院對開燈柱E2544-7,高超道黄陈淑英纪念护理安老院对开灯柱E2544-7,22.298049758,114.241053799,"[[""22.298049758"",""114.241053799""],[""22.298014946"",""114.241056731""],[""22.298017327"",""114.241113839""],[""22.297994721"",""114.241200689""],[""22.297981634"",""114.241270883""],[""22.297969737"",""114.241354164""],[""22.297957168"",""114.241419988""],[""22.297950188"",""114.241478026""],[""22.29790921"",""114.241854997""],[""22.297867146"",""114.242009008""],[""22.297847195"",""114.242072761""],[""22.297817452"",""114.24212154""],[""22.297787146"",""114.242163962""],[""22.297752016"",""114.24221196""],[""22.297712755"",""114.242251221""],[""22.29765115"",""114.242293992""],[""22.297585453"",""114.242327364""],[""22.297529537"",""114.242352348""],[""22.297461722"",""114.242369004""],[""22.297412944"",""114.242376144""],[""22.297355836"",""114.242376143""],[""22.297299918"",""114.242369004""],[""22.297244002"",""114.242360676""],[""22.297196413"",""114.242347589""],[""22.297142875"",""114.242324984""],[""22.297091715"",""114.242296431""],[""22.297041187"",""114.242262005""],[""22.296912152"",""114.242154989""],[""22.296709307"",""114.241992428""]]"
14,27,KO YEE ESTATE,高怡,高怡,KO CHIU RDOPP. TO KO YUEN HSE.L.P. E2556-6,高超道高遠樓對面燈柱E2556-6,高超道高远楼对面灯柱E2556-6,22.296681796,114.242026646,"[[""22.296681796"",""114.242026646""],[""22.296709307"",""114.241992428""],[""22.296368393"",""114.241719221""],[""22.295593172"",""114.241097956""],[""22.29554622"",""114.241051983""],[""22.295486769"",""114.240994865""],[""22.29542523"",""114.240929922""],[""22.295388212"",""114.240890918""],[""22.295358239"",""114.240849996""],[""22.295323213"",""114.240796983""],[""22.295282508"",""114.240733622""],[""22.295280152"",""114.240729956""],[""22.295273617"",""114.240716872""],[""22.295249195"",""114.240667979""],[""22.295230162"",""114.240605927""],[""22.295223234"",""114.240531952""],[""22.295220192"",""114.240456938""],[""22.295235212"",""114.24039194""],[""22.295263246"",""114.240311976""],[""22.295289274"",""114.240229869""],[""22.295296413"",""114.240170382""],[""22.295291653"",""114.240115655""],[""22.295283215"",""114.240063973""],[""22.295279161"",""114.240035951""],[""22.295280167"",""114.240002968""],[""22.295287222"",""114.239975992""],[""22.295294187"",""114.239954941""],[""22.295304741"",""114.239936005""],[""22.295316637"",""114.239902693""],[""22.295319018"",""114.239842017""],[""22.295313069"",""114.239757547""],[""22.295288214"",""114.23951399""],[""22.295282135"",""114.239463682""],[""22.295267858"",""114.239426801""],[""22.295248823"",""114.239406575""],[""22.295228598"",""114.239389919""],[""22.295153218"",""114.239367829""],[""22.295091353"",""114.23936307""],[""22.295031867"",""114.239372587""],[""22.29497476"",""114.239389244""],[""22.294943826"",""114.239429695""],[""22.294874822"",""114.239496319""],[""22.294803437"",""114.239553426""],[""22.294734434"",""114.239591498""],[""22.29466305"",""114.239596257""],[""22.294456036"",""114.239560566""]]"
14,999,LEI YUE MUN ESTATE BUS TERMINUS,鯉魚門巴士總站,鲤鱼门巴士总站,LEI YUE MUN ESTATE BUS TERMINUS,鯉魚門巴士總站,鲤鱼门巴士总站,22.294656026,114.239386149,"[[""22.294656026"",""114.239386149""]]"
14B,0,NGAU TAU KOK BUS TERMINUS,牛頭角總站,牛头角总站,CHUN WAH ROADNGAU TAU KOK BUS TERMINUS,振華道牛頭角巴士總站,振华道牛头角巴士总站,22.323186923,114.216668086,"[[""22.323186923"",""114.216668086""],[""22.323146701"",""114.216687448""],[""22.32320143"",""114.216739796""],[""22.32324307"",""114.216774298""],[""22.323281142"",""114.216788575""],[""22.323321592"",""114.216777867""],[""22.323356095"",""114.216751693""],[""22.323367991"",""114.216713622""],[""22.32337275"",""114.21667674""],[""22.323371561"",""114.216648187""],[""22.323357285"",""114.216617254""],[""22.323215706"",""114.216400723""],[""22.323189532"",""114.216374549""],[""22.323176445"",""114.216362651""],[""22.323157409"",""114.216356703""],[""22.323126477"",""114.216365031""],[""22.322650584"",""114.21650304""],[""22.322486401"",""114.216523265""],[""22.322398361"",""114.216530403""],[""22.322309132"",""114.216516128""],[""22.322234178"",""114.216488763""],[""22.322160415"",""114.216453071""],[""22.320667304"",""114.215697592""],[""22.320488592"",""114.215606974""]]"
14B,1,UPPER NGAU TAU KOK EST,牛頭角上,牛头角上,NGAU TAU KOK RDO/S SHEUNG TAI HOUSEUPPER NGAU TAU KOK ESTATE,牛頭角道上常泰樓對開,牛头角道上常泰楼对开,22.32061117,114.215750133,"[[""22.32061117"",""114.215750133""],[""22.320488592"",""114.215606974""],[""22.319803559"",""114.215274048""],[""22.319728606"",""114.215250253""],[""22.319641755"",""114.215240736""],[""22.319548956"",""114.215232407""],[""22.31944426"",""114.215233597""],[""22.319339565"",""114.215244306""],[""22.319249144"",""114.215272858""],[""22.319023095"",""114.215377555""],[""22.318902933"",""114.215439421""],[""22.31883036"",""114.215500097""],[""22.318761356"",""114.215569102""],[""22.318157528"",""114.216282097""],[""22.318041569"",""114.216420949""],[""22.317883335"",""114.216569665""],[""22.317696547"",""114.21676835""],[""22.317121906"",""114.217564279""]]"
14B,2,HAY CHEUK LAU,喜鵲樓,喜鹊楼,NGAU TAU KOK RDO/S HOUSE NO.245HAY CHEUK LAU GARDEN ESTATE,牛頭角道245號喜鵲樓對開,牛头角道245号喜鹊楼对开,22.317180772,114.217644242,"[[""22.317180772"",""114.217644242""],[""22.317121906"",""114.217564279""],[""22.316610323"",""114.218260273""],[""22.316281956"",""114.21871118""],[""22.316099927"",""114.218941987""],[""22.315836998"",""114.219247748""],[""22.315658537"",""114.21950473""],[""22.315320654"",""114.219963966""],[""22.315289722"",""114.220075801""],[""22.315233804"",""114.220150753""]]"
14B,3,LOTUS TOWER,玉蓮臺,玉莲台,"NGAU TAU KOK RDO/S HOUSE NO.297LOTUS TOWER, GARDEN ESTATE",牛頭角道297號花園大廈玉蓮臺,牛头角道297号花园大厦玉莲台,22.315298943,114.220122284,"[[""22.315298943"",""114.220122284""],[""22.315233804"",""114.220150753""],[""22.315164303"",""114.220238596""],[""22.315080329"",""114.220300659""],[""22.315011325"",""114.220389889""],[""22.314946966"",""114.220481918""],[""22.314906629"",""114.220555262""],[""22.31485547"",""114.220675424""],[""22.314820967"",""114.220765844""],[""22.314803122"",""114.220846746""],[""22.314795984"",""114.220997841""],[""22.314844763"",""114.221300033""],[""22.31490187"",""114.221539169""],[""22.314920906"",""114.221652193""],[""22.314941131"",""114.221730715""],[""22.314960166"",""114.221821135""],[""22.314964276"",""114.221918887""],[""22.314949458"",""114.222073358""],[""22.314911387"",""114.22224111""],[""22.314687718"",""114.222787197""],[""22.314421219"",""114.223457014""],[""22.314403372"",""114.223523639""],[""22.314410511"",""114.223597403""],[""22.314435495"",""114.223656889""],[""22.314469997"",""114.223709237""],[""22.314518777"",""114.223753257""],[""22.314573503"",""114.223765155""],[""22.314697236"",""114.223766345""],[""22.314738876"",""114.223777052""],[""22.314779327"",""114.223798467""],[""22.314823347"",""114.223837728""],[""22.314864988"",""114.223898404""],[""22.314900679"",""114.223994773""],[""22.314939941"",""114.224174423""],[""22.315025602"",""114.224572983""],[""22.315112452"",""114.224956075""]]"
